transaction_id,amount,currency,timestamp,status,type,network,card_type,bin,last4,merchant_id,merchant_name,merchant_category_code,country,customer_id,email,phone,ip_address,risk_score,true_anomaly,anomaly_reason
TXN_100072,1351.59,INR,2026-07-03 09:10:37,Success,Payment,VISA,Prepaid,445095,1140,MID_9321,Merchant_72,5311,IN,CUST_1072,user_cust_1072@domain.com,+919876572859,192.168.1.72,16,0,Normal
TXN_100073,4733.1,INR,2026-07-03 09:18:45,Success,Payment,VISA,Credit,479930,2789,MID_5734,Merchant_73,5311,IN,CUST_1073,user_cust_1073@domain.com,+919876573214,192.168.1.73,17,0,Normal
TXN_100074,214.71,INR,2026-07-03 09:25:16,Success,Payment,VISA,Credit,427197,1016,MID_7257,Merchant_74,4111,IN,CUST_1074,user_cust_1074@domain.com,+919876574220,192.168.1.74,21,0,Normal
TXN_100075,2635.11,INR,2026-07-03 09:32:19,Success,Payment,VISA,Debit,422010,1464,MID_8366,Merchant_75,5621,IN,CUST_1075,user_cust_1075@domain.com,+919876575752,192.168.1.75,20,0,Normal
TXN_100076,1486.03,INR,2026-07-03 09:40:34,Success,Payment,Mastercard,Credit,534123,5471,MID_4672,Merchant_76,7011,IN,CUST_1076,user_cust_1076@domain.com,+919876576164,192.168.1.76,7,0,Normal
TXN_100077,1104.47,INR,2026-07-03 09:49:09,Success,Payment,VISA,Credit,487923,2827,MID_8382,Merchant_77,5621,IN,CUST_1077,user_cust_1077@domain.com,+919876577375,192.168.1.77,6,0,Normal
TXN_100078,1491.46,INR,2026-07-03 09:57:06,Success,Payment,Mastercard,Prepaid,512890,9711,MID_7587,Merchant_78,5311,IN,CUST_1078,user_cust_1078@domain.com,+919876578924,192.168.1.78,15,0,Normal
TXN_100079,323.13,INR,2026-07-03 10:04:39,Success,Payment,Mastercard,Debit,537769,6956,MID_1992,Merchant_79,5541,IN,CUST_1079,user_cust_1079@domain.com,+919876579338,192.168.1.79,33,0,Normal
TXN_100080,1173.57,INR,2026-07-03 10:09:24,Success,Payment,Mastercard,Credit,553626,1089,MID_7858,Merchant_80,4111,IN,CUST_1080,user_cust_1080@domain.com,+919876580401,192.168.1.80,13,0,Normal
TXN_100081,1832.35,INR,2026-07-03 10:18:58,Success,Payment,RuPay,Credit,608026,5815,MID_3121,Merchant_81,5812,IN,CUST_1081,user_cust_1081@domain.com,+919876581491,192.168.1.81,7,0,Normal
TXN_100082,4419.11,INR,2026-07-03 10:24:37,Success,Payment,RuPay,Debit,664925,3851,MID_3223,Merchant_82,5411,IN,CUST_1082,user_cust_1082@domain.com,+919876582621,192.168.1.82,33,0,Normal
TXN_100083,934.82,INR,2026-07-03 10:31:34,Success,Payment,Mastercard,Prepaid,513306,3843,MID_5522,Merchant_83,5411,IN,CUST_1083,user_cust_1083@domain.com,+919876583468,192.168.1.83,22,0,Normal
TXN_100084,751.49,INR,2026-07-03 10:40:48,Success,Payment,RuPay,Debit,633665,7543,MID_4188,Merchant_84,5411,IN,CUST_1084,user_cust_1084@domain.com,+919876584332,192.168.1.84,24,0,Normal
TXN_100085,946.59,INR,2026-07-03 10:48:36,Success,Payment,VISA,Debit,409277,6901,MID_4237,Merchant_85,5541,IN,CUST_1085,user_cust_1085@domain.com,+919876585294,192.168.1.85,19,0,Normal
TXN_100086,2835.89,INR,2026-07-03 10:54:20,Success,Payment,VISA,Credit,442239,1969,MID_5136,Merchant_86,5812,IN,CUST_1086,user_cust_1086@domain.com,+919876586111,192.168.1.86,18,0,Normal
TXN_100087,1792.37,INR,2026-07-03 11:04:38,Success,Payment,Mastercard,Credit,557664,2094,MID_1343,Merchant_87,4111,IN,CUST_1087,user_cust_1087@domain.com,+919876587788,192.168.1.87,6,0,Normal
TXN_100088,926.72,INR,2026-07-03 11:11:32,Success,Payment,VISA,Prepaid,448008,7124,MID_5704,Merchant_88,4111,IN,CUST_1088,user_cust_1088@domain.com,+919876588276,192.168.1.88,21,0,Normal
TXN_100089,2069.52,INR,2026-07-03 11:17:20,Success,Payment,Mastercard,Credit,524683,8347,MID_5823,Merchant_89,5411,IN,CUST_1089,user_cust_1089@domain.com,+919876589316,192.168.1.89,26,0,Normal
TXN_100090,1497.6,INR,2026-07-03 11:26:57,Success,Payment,Mastercard,Credit,510670,4195,MID_5920,Merchant_90,5812,IN,CUST_1090,user_cust_1090@domain.com,+919876590110,192.168.1.90,30,0,Normal
TXN_100091,2957.11,INR,2026-07-03 11:34:29,Success,Payment,VISA,Debit,489211,2404,MID_4201,Merchant_91,5812,IN,CUST_1091,user_cust_1091@domain.com,+919876591545,192.168.1.91,12,0,Normal
TXN_100092,813.84,INR,2026-07-03 11:40:36,Success,Payment,RuPay,Credit,617889,7940,MID_6471,Merchant_92,5812,IN,CUST_1092,user_cust_1092@domain.com,+919876592729,192.168.1.92,14,0,Normal
TXN_100093,1080.57,INR,2026-07-03 11:48:15,Success,Payment,VISA,Prepaid,455612,5290,MID_1888,Merchant_93,5311,IN,CUST_1093,user_cust_1093@domain.com,+919876593263,192.168.1.93,30,0,Normal
TXN_100094,1028.79,INR,2026-07-03 11:56:44,Success,Payment,VISA,Debit,444535,4982,MID_8127,Merchant_94,5311,IN,CUST_1094,user_cust_1094@domain.com,+919876594650,192.168.1.94,22,0,Normal
TXN_100095,465.38,INR,2026-07-03 12:03:27,Success,Payment,Mastercard,Prepaid,523006,6555,MID_4720,Merchant_95,5411,IN,CUST_1095,user_cust_1095@domain.com,+919876595152,192.168.1.95,34,0,Normal
TXN_100096,1747.47,INR,2026-07-03 12:10:38,Success,Payment,Mastercard,Debit,558536,8954,MID_3883,Merchant_96,5812,IN,CUST_1096,user_cust_1096@domain.com,+919876596317,192.168.1.96,29,0,Normal
TXN_100097,1700.52,INR,2026-07-03 12:17:36,Success,Payment,Mastercard,Credit,536531,5713,MID_5212,Merchant_97,7011,IN,CUST_1097,user_cust_1097@domain.com,+919876597817,192.168.1.97,33,0,Normal
TXN_100098,1394.92,INR,2026-07-03 12:25:19,Success,Payment,Mastercard,Debit,531639,4092,MID_7961,Merchant_98,5812,IN,CUST_1098,user_cust_1098@domain.com,+919876598923,192.168.1.98,23,0,Normal
TXN_100099,1160.24,INR,2026-07-03 12:34:12,Success,Payment,RuPay,Debit,664712,5159,MID_3415,Merchant_99,4111,IN,CUST_1099,user_cust_1099@domain.com,+919876599459,192.168.1.99,12,0,Normal
TXN_100100,481.69,INR,2026-07-03 12:41:44,Success,Payment,RuPay,Credit,616633,7308,MID_4001,Merchant_100,4111,IN,CUST_1100,user_cust_1100@domain.com,+919876500484,192.168.1.100,32,0,Normal
TXN_100101,1006.69,INR,2026-07-03 12:46:36,Success,Payment,RuPay,Credit,634660,8478,MID_2738,Merchant_101,5411,IN,CUST_1101,user_cust_1101@domain.com,+919876501155,192.168.1.101,12,0,Normal
TXN_100102,1068.24,INR,2026-07-03 12:54:39,Success,Payment,Mastercard,Prepaid,513439,9476,MID_2364,Merchant_102,7011,IN,CUST_1102,user_cust_1102@domain.com,+919876502217,192.168.1.102,7,0,Normal
TXN_100103,754.99,INR,2026-07-03 13:04:20,Success,Payment,Mastercard,Prepaid,542172,5933,MID_3708,Merchant_103,5812,IN,CUST_1103,user_cust_1103@domain.com,+919876503352,192.168.1.103,7,0,Normal
TXN_100104,1227.29,INR,2026-07-03 13:10:55,Success,Payment,Mastercard,Credit,545622,5926,MID_1924,Merchant_104,5621,IN,CUST_1104,user_cust_1104@domain.com,+919876504897,192.168.1.104,16,0,Normal
TXN_100105,1900.55,INR,2026-07-03 13:19:36,Success,Payment,RuPay,Credit,658847,4969,MID_1151,Merchant_105,7011,IN,CUST_1105,user_cust_1105@domain.com,+919876505879,192.168.1.105,26,0,Normal
TXN_100106,6106.87,INR,2026-07-03 13:26:05,Success,Payment,Mastercard,Credit,521577,3965,MID_9777,Merchant_106,5411,IN,CUST_1106,user_cust_1106@domain.com,+919876506902,192.168.1.106,21,0,Normal
TXN_100107,1590.19,INR,2026-07-03 13:31:42,Success,Payment,VISA,Debit,477299,5319,MID_9044,Merchant_107,4111,IN,CUST_1107,user_cust_1107@domain.com,+919876507944,192.168.1.107,8,0,Normal
TXN_100108,1695.9,INR,2026-07-03 13:41:11,Success,Payment,VISA,Debit,420176,9975,MID_1912,Merchant_108,5621,IN,CUST_1108,user_cust_1108@domain.com,+919876508279,192.168.1.108,21,0,Normal
TXN_100109,1311.99,INR,2026-07-03 13:46:48,Success,Payment,Mastercard,Debit,554386,8108,MID_3321,Merchant_109,4111,IN,CUST_1109,user_cust_1109@domain.com,+919876509514,192.168.1.109,18,0,Normal
TXN_100110,338.58,INR,2026-07-03 13:54:40,Success,Payment,VISA,Credit,463972,4939,MID_1495,Merchant_110,5311,IN,CUST_1110,user_cust_1110@domain.com,+919876510969,192.168.1.110,23,0,Normal
TXN_100111,1361.32,INR,2026-07-03 14:01:51,Success,Payment,VISA,Prepaid,489791,1044,MID_3148,Merchant_111,5411,IN,CUST_1111,user_cust_1111@domain.com,+919876511334,192.168.1.111,13,0,Normal
TXN_100112,1455.55,INR,2026-07-03 14:11:23,Success,Payment,RuPay,Credit,641003,2810,MID_1556,Merchant_112,5411,IN,CUST_1112,user_cust_1112@domain.com,+919876512954,192.168.1.112,34,0,Normal
TXN_100113,9660.33,INR,2026-07-03 14:18:09,Success,Payment,Mastercard,Debit,529996,5566,MID_2552,Merchant_113,5812,IN,CUST_1113,user_cust_1113@domain.com,+919876513807,192.168.1.113,34,0,Normal
TXN_100114,1198.38,INR,2026-07-03 14:24:26,Success,Payment,Mastercard,Debit,545386,2909,MID_3120,Merchant_114,5812,IN,CUST_1114,user_cust_1114@domain.com,+919876514919,192.168.1.114,25,0,Normal
TXN_100115,1754.86,INR,2026-07-03 14:31:38,Success,Payment,RuPay,Credit,686598,7364,MID_4085,Merchant_115,5311,IN,CUST_1115,user_cust_1115@domain.com,+919876515179,192.168.1.115,16,0,Normal
TXN_100116,1352.75,INR,2026-07-03 14:40:40,Success,Payment,VISA,Credit,435931,3581,MID_4504,Merchant_116,5621,IN,CUST_1116,user_cust_1116@domain.com,+919876516746,192.168.1.116,9,0,Normal
TXN_100117,575.87,INR,2026-07-03 14:47:57,Success,Payment,VISA,Debit,435710,1691,MID_1156,Merchant_117,5541,IN,CUST_1117,user_cust_1117@domain.com,+919876517121,192.168.1.117,15,0,Normal
TXN_100118,3391.78,INR,2026-07-03 14:54:42,Success,Payment,Mastercard,Debit,544693,1931,MID_9926,Merchant_118,7011,IN,CUST_1118,user_cust_1118@domain.com,+919876518576,192.168.1.118,24,0,Normal
TXN_100119,2494.38,INR,2026-07-03 15:04:22,Success,Payment,VISA,Debit,435740,8910,MID_8505,Merchant_119,5541,IN,CUST_1119,user_cust_1119@domain.com,+919876519942,192.168.1.119,7,0,Normal
TXN_100120,450000.0,INR,2026-07-03 15:09:14,Success,Payment,RuPay,Credit,677241,7382,MID_8162,Merchant_120,5541,IN,CUST_1120,user_cust_1120@domain.com,+919876520539,192.168.1.120,25,1,Extreme Amount
TXN_100121,450000.0,INR,2026-07-03 15:17:48,Success,Payment,RuPay,Debit,693583,4406,MID_6523,Merchant_121,5411,IN,CUST_1121,user_cust_1121@domain.com,+919876521836,192.168.1.121,19,1,Extreme Amount
TXN_100122,450000.0,INR,2026-07-03 15:24:02,Success,Payment,Mastercard,Debit,520966,9339,MID_8543,Merchant_122,7011,IN,CUST_1122,user_cust_1122@domain.com,+919876522669,192.168.1.122,18,1,Extreme Amount
